,text,labels
2360,Vyumba ni vidogo na chakula chote walichotoa kilikuwa bland,negative
2361,hiki ni mkahawa mdogo wenye kutokeza wenye baadhi ya vyakula bora zaidi ambavyo nimepata kuonja,positive
2362,Lingekuwa jambo la kuburudisha.,positive
2363,Sina shaka kwamba nimerudi nyumbani isipokuwa mtu mwingine anunue,negative
2364,Mfanyakazi alifanya kazi kubwa ya kutunza meza yetu kubwa yenye safu,positive
2365,Ninaona chakula kinachoharibika kuwa cha kudharaulika lakini chakula hiki hakipendezi,negative
2366,Mke wangu aliagiza mchuzi wa kamba - mti uwe na uvuguvugu,negative
2367,lingerudi tena kama ingalikuwa na hamu ya sushi akiwa ndani ya vega,positive
2368,"Watukufu, wema.",positive
2369,Yeye astahili nyota 5,positive
2370,Niliachwa na kuumwa na tumbo na kuhisi mgonjwa siku nzima,negative
2371,ziliangusha zaidi ya mpira,negative
2372,nafasi ya mlo ni ndogo lakini imepambwa vizuri na ni yenye kustarehesha,positive
2373,Watafuata utaratibu wako kwa njia yoyote ile kama ilivyo kawaida yangu ni kupanda mayai yenye usukari wa kijani kibichi ukiipenda sana,positive
2374,Na nafaka na mchele vilikuwa bora kabisa,negative
2375,taco zilizo bora zaidi mjini kwa mbali,positive
2376,Nilirudisha pesa zangu na kutoka nje huko,negative
2377,katika sehemu yenye kupendeza ya mji huu ni yenye kustaajabisha,positive
2378,Kusimamia mambo bila ufikirio,negative
2379,wafanyakazi sasa si wenye urafiki kama vile nyakati za kungoja zihudumiwe zinavyotisha kwamba hakuna hata mtu anayesema hi kwa dakika 10 za kwanza,negative
2380,Laiti tungeli pata kurejea tena,negative
2381,wanayo chakula cha jioni.,positive
2382,huduma ilikuwa imeng'aa kwa hakika inapendekeza halib,positive
2383,Chakula kilikuwa kibaya sana,negative
2384,haitawahi kamwe kurudi nyuma na kuwaambia watu wengi yale yaliyokuwa yametendeka,negative
2385,Sipendekezi gari lako lisipatwe na njaa,negative
2386,Kila mara utakapo ingia katika safu.,positive
2387,Mahali hapo pastahili nyota moja na 90 kwa habari ya chakula,negative
2388,Hiyo ndiyo hizaya kubwa.,negative
2389,Kurudi tena kwenye bakuli wakati ujao,positive
2390,ukitaka chakula safi chenye afya au chenye maadili mazuri jaribu kufanya hivyo,positive
2391,Nitaendelea kuja hapa usiku wa wanawake na pia usiku wa tarehe ambao umepitwa na wakati kwa kiasi kikubwa kupendekeza mahali hapa kwa yeyote aliye katika eneo hilo,positive
2392,Nimekuwa hapa mara kadhaa katika wakati uliopita na uzoefu umekuwa mkubwa sikuzote,positive
2393,Tuliondoka tukiwa tumejazwa vitu na wenye furaha juu ya ono letu la kwanza la mabaga,positive
2394,huduma ilikuwa nzuri sana na bei za bidhaa ni nzuri sana kwa sababu hii ni vegas na iko ndani ya jengo la maduka makubwa ya vito na aria,positive
2395,kutoa muhtasari wa chakula hicho kulikuwa jambo lisilo la kawaida lakini hakuna kitu kinachoniletea shangwe kama kumbukumbu ya mgawaji wa vikolezo vya maji,positive
2396,imkua labda mmoja wa watu wachache kwenda kwa wananchi na si kupendezwa nao,negative
2397,Sikuzote piza ya watoto huwa na vyakula vingi vya badala kwa ajili ya watoto,positive
2398,utumishi ni mkamilifu na hali ya familia ni nzuri kuona,positive
2399,Lilitayarishwa kwa ukamilifu na utumishi huo haukuwa na faida yoyote,positive
2400,Huku ni kutamaushwa tu,negative
2401,"Kwa ujumla, nilikatishwa tamaa sana na ubora wa chakula katika kisiwa cha bouchon",negative
2402,Si lazima niwe mhasibu ili kujua ni lazima nipatwe na skurubu,negative
2403,Mahali pazuri pa kula hunikumbusha mama mchanga na maduka ya popu katika eneo la ghuba ya san ranpisco,positive
2404,Leo ilikuwa ladha yangu ya kwanza ya mbwa mwenye ugonjwa wa buldoris na ni lazima nikuambie ilikuwa zaidi ya vile nilivyopata kufikiri yawezekana,positive
2405,kushoto ukiwa umefadhaika sana,negative
2406,Ugonjwa hakika uwe katika karibuni tena,positive
2407,Chakula kilikuwa kizuri sana na kilijaa haraka - haraka,positive
2408,huduma ilikuwa nzuri sana,positive
2409,Matumizi yote ya wakati,negative
2410,Sijui ni ya aina gani lakini wana chai ya barafu iliyo bora zaidi,positive
2411,waondoka wakiwa na njaa wakiwa na furaha na wakiwa wamejazwa vitu,positive
2412,Kwa nini basi hawawatolei uthibitisho ulio dhaahiri?,negative
2413,Ninaweza kukuhakikishia kwamba umekatishwa tamaa,positive
2414,Naweza kufanya utumishi mbaya kidogo lakini chakula hunyonya,negative
2415,Unao babua ngozi ya kichwa!,negative
2416,lakini sasa ni mali yangu ilikuwa imeharibiwa kabisa,negative
2417,Nilifurahia sana kula hapa,positive
2418,Mara ya kwanza kwenda lakini ninafikiri nia yangu itakuwa ya kawaida,positive
2419,Mtumikiaji wetu alikuwa mzuri sana na hata ingawa aliona uhitaji wetu wote kuwa wa kitaalamu na wenye urafiki hadi mwisho,positive
2420,kutokana na yale ambayo waandamani wangu wa chakula cha jioni waliniambia kila kitu kilikuwa kipya sana chenye muundo mzuri na ladha nzuri,positive
2421,kwenye ardhi iliyokuwa karibu na meza yetu kulikuwa na rundo kubwa la ndege wa kijani - kibichi lililosuguliwa,negative
2422,Na zaidi hata huwezi kupata saa za upasuaji kwenye tovuti,negative
2423,tumejaribu kufurahia mahali hapa lakini baada ya mara 10 nafikiri palifanywa pamoja nao,negative
2424,Hilo lilikuwa kosa lililoje?,negative
2425,hakuna malalamiko,positive
2426,Hii ni piza nzuri sana na imue mtaalamu wa kutengeneza viungo vya mwili juu ya mada hiyo,positive
2427,Mhudumu wa miguu alikuwa na wasiwasi,negative
2428,Mgomo wa 2 ambao wanataka kukimbizwa,negative
2429,Hao ndio wenye mikahawa mizuri zaidi kuwahi kupatikana,positive
2430,usirudi tena kamwe,negative
2431,Tulipenda biskuti,positive
2432,utumishi ni wa haraka na wenye urafiki,positive
2433,akaagiza kikata - mbao na kuchukua dakika 40 kisha piza itenge dakika 10 nyingine,negative
2434,astrolutley,positive
2435,Lilikuwa kipande kikubwa sana cha ng'ombe chenye rangi ya 15 ambacho kilikuwa gristle na mafuta 34,negative
2436,Bila shaka atarudi hapa tena,positive
2437,Mimi hupenda steiners kwa sababu weusi wake nao huhisi kama baa,positive
2438,Ua lenye vikolezo vingi lakini lenye ladha tamu,positive
2439,ikiwa hugunduliwi na wengine,positive
2440,Kuwa mgonjwa huchukua dola zangu za chakula cha jioni mahali pengine,negative
2441,Upendo wa hiari kurudi nyuma,positive
2442,Hata hivyo mkahawa huu una kifungua - kinywa kizuri ajabu,positive
2443,hakuna chochote cha pekee,negative
2444,Kila siku ya juma wana huduma tofauti na zote ni tamu sana,positive
2445,kutotaja mchanganyiko wa lozi na bakoni ni mshindi mkubwa,positive
2446,Huyo maskani yake yatakuwa Moto wa Hawiya!,negative
2447,mchuzi haukuwa na ladha,negative
2448,Chakula ni kitamu na kimetiwa vikolezo vya kutosha ili uombe chakula kingi zaidi ukikipendelea kwa njia hiyo,positive
2449,Nyama yangu ya ubavu ilipikwa vizuri sana na ilikuwa na ladha kubwa ya stoquita,positive
2450,Sidhani nitarudi nyuma wakati wowote karibuni,negative
2451,Chakula kilitayarishwa kwa njia hiyo,positive
2452,Ni mbali na sushi connoisseur lakini naweza kwa hakika kubainisha tofauti kati ya chakula kizuri na chakula kibaya na kwa hakika hicho kilikuwa chakula kibaya,negative
2453,Nilikuwa nimetukanwa sana,negative
2454,mara tatu za mwisho za chakula cha mchana hapa zimekuwa mbaya,negative
2455,Mabawa ya kuku yalikuwa na nyama ya kuku iliyokauka zaidi ambayo imewahi kuliwa,negative
2456,Chakula kilikuwa kizuri sana na tulifurahia kila mahali penye kustarehesha kwa ajili ya vikundi vidogo vya familia n.k,positive
2457,nargile nafikiri wewe ni mtu mzuri,positive
2458,Tani zilizo bora zaidi upande wa kusini - magharibi,positive
2459,tulipenda mahali pa kuishi,positive
2460,"Bila shaka, si bei ghali kama ilipwavyo 3",negative
2461,Krimu ya vanila ilikuwa laini na laini huku aiskrimu ya bichoux ikiwa laini na tamu kiasi cha kutosha,positive
2462,Ondoka kila wakati na sasa uwe na doa langu jipya,positive
2463,meneja ndiye aliyekuwa mbaya zaidi,negative
2464,upande wa ndani ni mzuri sana na safi sana,positive
2465,Chakula kilikuwa chenye kutokeza na bei zilikuwa zenye kufaa sana,positive
2466,Sifikiri kwamba wagonjwa wanarudi kwenye magari wakati wowote ule kwa ajili ya chakula,negative
2467,Hii ni kwa sababu ilichukua dakika 20 ndipo dakika nyingine 35 ili kupata chakula chetu na waliendelea kusahau mambo,negative
2468,Thamini magarita pia,positive
2469,Hii ilikuwa mara yangu ya kwanza na ya pekee kuwa na migoga na haikukatisha tamaa,positive
2470,"Hata hivyo, ni vizuri sana",positive
2471,ki noti moja ya chini ni hewa ambayo ingeweza kutumia marekebisho fulani,negative
2472,Viungo vikubwa vya nyama ya nguruwe,positive
2473,Usipoteze wakati wako hapa,negative
2474,print operation status Ingependelea kwenda kwenye duka la maua la ngamia na kahawa ya robela,negative
2475,Thuluthi ya jibini iliyokuwa juu ya rafiki zangu ilikuwa baridi,negative
2476,Tunafurahia piza yao na chakula cha jioni,positive
2477,Nyama zote hukatwa vizuri na kupikwa vizuri,positive
2478,Tulikuwa na kikundi cha watu 70 tulipodai kwamba tungekuwa na 40 tu na walitutunza vizuri,positive
2479,Niliipenda sana,positive
2480,"Pia, tuliomba mswada huo uondoke bila kula na pia hawakuleta pesa hizo",negative
2481,Eneo hili ni kito katika las vesgas na kile hasa ambacho watu walikuwa wakitumaini kupata katika karibu miaka kumi ya kuishi hapa,positive
2482,Viumbe wa baharini walichemshwa tu uduvi na kaa miguu lakini miguu ya kaa haikuwa na ladha nzuri,negative
2483,Uteuzi wa chakula haukuwa bora zaidi,negative
2484,"Kinywaji cheupe, kitamu kwa wanywao.",positive
2485,hiki ndicho mkahawa mdogo wa familia hapa ni mahali pazuri pa kulia chakula,positive
2486,walikuwa na kifaa kidogo cha kuchezea chenye kifaa cha ajabu ambacho kilikatwa vipande - vipande na kikiwa na trufle nyeupe,positive
2487,Sidhani nitarudi tena kwa muda mrefu,negative
2488,Jumba hilo liliunganishwa kwenye kituo cha petroli na mara nyingi si ishara nzuri,negative
2489,Jambo hilo ni lenye kutia hofu jinsi gani?,positive
2490,"Na hakika nitarudishwa kwa Mola wako Mlezi,",positive
2491,Chakula kilikuwa na vitu vingi vizuri kwa ajili yacho nisingeweza kuamua,positive
2492,Jambo baya hata zaidi alimwaibisha mfanyakazi wake mbele ya majina mabaya sana ya watu,negative
2493,fungua chakula kikijaa sana,positive
2494,michezo yao ya kipekee ya kila siku sikuzote huchezwa na kikundi changu,positive
2495,"Kisha akaipa kisogo haki, na akatakabari.",negative
2496,Pia sufuria ilikuwa nzuri na kubwa sana kwa sababu hiyo,positive
2497,Hiyo ilikuwa mara yangu ya kwanza kuvua samaki na ilikuwa tamu sana,positive
2498,nyama yao kubwa ya kuku iliyokaangwa na mayai yake ndiyo ninayopenda wakati wote,positive
2499,Mhudumu wa kike alikuwa mwenye kupendeza na mwenye kuchekesha,positive
2500,Ilinibidi pia kuonja mama zangu aina mbalimbali za champu chancakes kwa siagi ya pecan na zilikuwa tamu ajabu,positive
2501,Laiti ungekula chakula cha shirika la ndege kwa uzito,negative
2502,Siwezi kusema mambo mazuri ya kutosha juu ya mahali hapa,positive
2503,Na nafsi zimewekewa machoni mwake tamaa na choyo.,positive
2504,mhudumu wa hoteli na meneja ni wenye urafiki sana,positive
2505,Singependekeza mahali hapa,negative
2506,Kwa ujumla nilivutiwa sana na noca,negative
2507,gyro yangu kwa msingi ilikuwa letusi pekee,negative
2508,Utumishi mbaya sana,negative
2509,Alivunjika moyo kabisa,negative
2510,Sijali kila aina ya tambi lakini naipenda mkono uliotengenezewa nyumbani ulitengeneza tambi na piza nyembamba hapa,positive
2511,Ijaribuni mtafurahia kufanya hivyo,positive
2512,kwa mbali jibini bora zaidi ambazo tumepata kuwa nazo,positive
2513,Pia bei nafuu,positive
2514,kila kitu kilikamilika usiku tuliokuwa ndani,positive
2515,Chakula ni kizuri sana kwa chakula chako cha kawaida,positive
2516,Ilikuwa ni safari ya kufika huko,negative
2517,unapolitazama mara ya kwanza ni mkahawa maridadi wa kuokea mikate wenye kupendeza wasafisha wafanyakazi wenye urafiki,positive
2518,Hata hivyo sifikiri nitarudi huko,negative
2519,Elewa kidole chako kwenye kitu chochote kwenye orodha ya vyakula unavyotaka na kwa kawaida unakatishwa tamaa,positive
2520,Hili ni jambo zuri sana katika mkahawa huu,positive
2521,Kama mnataka hukumu basi hukumu imekwisha kujieni. Na mkiacha itakuwa ndio kheri kwenu.,positive
2522,Mlo wenye mafuta - mafuta,negative
2523,Mara ya kwanza na huenda ikawa ndiyo mara ya mwisho,negative
2524,Vifundo hivyo vilistaajabisha,positive
2525,Vivyo hivyo mtu aliyejifungua hakusema juu ya kuomba radhi wakati chakula chetu kilipochelewa kwa dakika 45,negative
2526,na ilikuwa njia ya kupata gharama kubwa,negative
2527,Hakikisha kwamba unaagiza kitindamlo hata ikiwa unahitaji kukipakia ili kisafirie tiramisu na cannoli vyote viwili vitakufa kwa ajili ya,positive
2528,Hii ilikuwa mara yangu ya kwanza na ninasubiri hadi wakati ujao,positive
2529,barbes alikuwa na sura nzuri pia,positive
2530,kila kitu kilikuwa chema na kitamu,positive
2531,Eneo hili lina kidole gumba viwili juu,positive
2532,mahali pazuri zaidi katika vega kwa ajili ya kiamsha - kinywa chunguza tu kikao au jua,positive
2533,Ikiwa unapenda chakula halisi cha mxican na wataka vikundi vizima vya nyama zenye kupendeza lakini zenye ladha tamu ili kuchagua kutoka kwako wahitaji kujaribu mahali hapa,positive
2534,Kusimamia mambo vibaya,negative
2535,mkahawa mpya ulio bora sana na karenchman mwenye uzoefu,positive
2536,Kama kungalikuwa na nyota za sufuri ingeipa nyota sufuri,negative
2537,milo mikubwa kandokando ya milo mikubwa ya divai yenye kustaajabisha,positive
2538,Hitini mbaya zaidi iliyowahi kutokea,negative
2539,nyama na uduvi ni bora zaidi katika umbo langu kwani kuna miti aina ya gc,positive
2540,Nilikuwa na fursa leo ya kuonja piza zako za ajabu,positive
2541,Tulingoja kwa dakika thelathini ili tuketi ingawa kulikuwa na meza 8 tupu na tulikuwa watu pekee waliokuwa wakingoja,negative
2542,caraccio ya manjano iliyeyuka mdomoni mwako ikiwa safi,positive
2543,Na inapo kuja nusura kutoka kwa Mola wako Mlezi husema: Hakika sisi tulikuwa pamoja nanyi.,negative
2544,Hawawezi kula viazi ambavyo mimi alipata ndani yake nywele ambazo hazikuliwa na watu wasiowajua,negative
2545,ni vikolezo tu vilivyotiwa vikolezo vya kutosha ambavyo kwa kweli ni vikamilifu,positive
2546,Usiku uliopita nilikula hapa mara ya pili na nilifurahi sana nikaamua kurudi,positive
2547,Wala sisi hatutaadhibiwa.,negative
2548,Kitindamlo kilikuwa cha ajabu kidogo,negative
2549,Rafiki yangu wa kiume na mimi tulikuja hapa kwa mara ya kwanza katika safari ya hivi karibuni ya kwenda vegas na hatungependezwa zaidi na ubora wa chakula na utumishi,positive
2550,Kwa kweli napendekeza mahali hapa uwezapo kwenda vibaya na mahali hapa pa kufanyia kazi,positive
2551,Mandhari nzuri,positive
2552,Ningependekeza chumba cha kuweka akiba kwa ajili ya hili,positive
2553,"Nadhani tulikwenda usiku, lakini kufanya hivyo kulikuwa jambo la aibu",negative
2554,Hata hivyo ono langu la hivi karibuni katika eneo hili hususa halikuwa zuri sana,negative
2555,Najua hii si kama ile mikahawa mingine hata kidogo ambayo iko mbali sana hapa,negative
2556,Na yaliyo machafu yahame!,negative
2557,Nafikiri mkahawa huu unasumbuliwa na kutokujaribu sana vya kutosha,negative
2558,Vyakula vyote vya tapa vilikuwa vitamu,positive
2559,Nipe moyo eneo hili,positive
2560,saladi yangu ilikuwa na kigingi kwenye mboga za kijani - kibichi na mioyo ya michikichi,negative
2561,Baada ya muda wa miaka miwili nilijihisi kuwa mwenye kuchukiza sana,negative
2562,raha,positive
2563,Ninaamini kwamba sehemu hii ni kituo kikubwa kwa wale wenye tumbo kubwa na wanaoshindania sushi,positive
2564,Kiasi cha ukarimu na ladha kubwa,positive
2565,Sitarudi kamwe mahali hapa wala sitapendekeza kamwe mahali hapa kwa mtu yeyote,negative
2566,Hawawi sawa miongoni mwenu wenye kutoa kabla ya Ushindi na wakapigana vita.,negative
2567,Chakula kilikuwa kitamu,positive
2568,Saa kwa Uzito,negative
2569,Ninafikiria wizi huu,negative
2570,Andika mahali hapa pahitaji kitu kamili cha kufunika uso,negative
2571,Hivi karibuni tulishuhudia mwenendo wake mbaya kuelekea wageni wengine,negative
2572,alingoja na kungoja,negative
2573,Pia alirudi kutuchunguza kwa ukawaida tukiwa watumishi bora,positive
2574,Mlinzi wetu alikuwa mzuri sana na alituchunguza mara nyingi,positive
2575,piza ilikuwa na ladha ya vitafunio vya zamani visivyopendeza,negative
2576,Kisha nikaelekea upande mmoja ili kuwajaribu lakini akavunjika moyo sana,negative
2577,Utumishi ulikuwa mzuri na kampuni ilikuwa nzuri zaidi,positive
2578,Wafanyakazi pia ni wenye urafiki sana na wenye matokeo mazuri,positive
2579,"kwa habari ya utumishi huo, bumba kwa sababu unaandaliwa haraka na baadhi ya watu wazuri",positive
2580,Mvulana alikuwa yule mnyonyaji akiwa kavu,negative
2581,inakadiriwa kupita kiasi,negative
2582,ukitafuta chakula halisi cha thai nenda mahali pengine,negative
2583,Nyama zao hupendekezwa 100,positive
2584,Baada ya kulivuta gari langu ingoje kwa dakika nyingine 15 kabla ya kukubaliwa,negative
2585,Chakula kikubwa na utumishi mkubwa katika mazingira safi na yenye urafiki,positive
2586,Zote ni pamoja na kukuhakikishia kwamba uko mgonjwa,positive
2587,Chukia vitu hivyo kwa bei ya chini kama vile zeituni nyeusi,negative
2588,Kiamsha - kinywa changu kilitenganishwa sana kwa wonyesho mzuri wa vipande vikubwa 3 vya mkate - unga uliopakwa sukari ya unga - unga,positive
2589,Watoto wakicheza ni wachafu,negative
2590,Mahali pakuu huondoa au kula ndani,positive
2591,mhudumu huyo wa hoteli alikuwa mwenye urafiki na alifurahi kwa ajili ya uchaguzi wa veganveggie,positive
2592,img i alihisi kama i haikuwa imewahi kula tuhai hadi mlo huu,positive
2593,Hakika huo Moto ni katika mambo yaliyo makubwa kabisa!,negative
2594,Lilikuwa rangi hafifu badala ya rangi nzuri na marari na halina ladha,negative
2595,Mafuvu hayo pia huonja kutengenezwa kwa nyumbani ambako kuna faida ya ziada,positive
2596,Nilirudi nyumbani ili kuona mabawa makavu zaidi kuwahi kuonekana,negative
2597,Nilikuwa nikitua kwa ukawaida katika safari zangu za kwenda phoenix,positive
2598,Nilifurahia sana marhamu kabla hawajapanuka i hata kuwaambia marafiki wao kwamba walikuwa na kiamsha - kinywa kizuri zaidi,positive
2599,Hawatafaidika kwa sababu ya pesa ulizo nazo,negative
2600,Ninaikosa na kutamani kwamba walikuwa na mmoja waphiladelphia,positive
2601,Tuliketi kwa haraka lakini tukafikia dakika 40 ili tutuamuru dakika 30 kabla ya chakula kufika,negative
2602,Pia wana jibini bora zaidi mjini,positive
2603,Thamini chakula kikubwa kwa utumishi mkubwa,positive
2604,Huyo anaweza kuomba chakula chenye kuridhisha zaidi,positive
2605,Chakula ni kizuri,positive
2606,Hakika huo Moto ni katika mambo yaliyo makubwa kabisa!,positive
2607,Nilitaka tu kuondoka,negative
2608,Tulisafiri mwendo mrefu kutoka kaskazini mwa scotsdandand kwa sababu hatukukatishwa tamaa hata kidogo,positive
2609,Hatauingia ila mwovu kabisa!,negative
2610,wamiliki wa duka hilo kwa kweli wanahitaji kuacha kuwa wanoooooboo kwa bei rahisi na wafungie kipande changu cha mbao katika karatasi mbili si kimoja,negative
2611,Nilichunguza mahali hapa miaka kadhaa iliyopita na sikuvutiwa,negative
2612,kuku alipashwa joto kwa hakika na alikuwa tu kabari hizo zilikuwa baridi na zenye povu,negative
2613,Pole kwa pole hatutapata chakula hapa hivi karibuni,negative
2614,lazima ziara kamili izuru,positive
2615,Ulimi wa ng'ombe na tacos ni wenye kustaajabisha,positive
2616,Rafiki yangu hakumpenda baba yake mwenye damu,negative
2617,Licha ya kiasi cha fedha ambacho kwa kweli si rahisi kwangu kutokeza nyota 1,negative
2618,kwa kweli wanataka kufanya uzoefu wako uwe mzuri,positive
2619,Wala hatarejea tena.,negative
2620,Nilikuwa na kuku wa pho na ladha ya bland,negative
2621,Kutamauka sana,negative
2622,kuku aliyechomwa alikuwa mwororo sana na mwenye rangi ya manjano kutokana na msimu wa waridi,positive
2623,thru amaanisha hutaki kungojea chakula chako kwa nusu saa lakini kwa njia fulani tunapokaribia kwenda hapa wanatungojea na kungoja,negative
2624,Ni mahali pazuri ajabu,positive
2625,Ama hakika bila ya shaka hii ni kauli ya kupambanua.,positive
2626,Huduma ya kishenzi na isiyo ya ulaghai ilielekeza usimamizi mpya,negative
2627,nyanya yeyote aweza kufanya kuku aliyekaangwa awe bora kuliko huyu,negative
2628,Niliomba mara nyingi orodha ya divai na baada ya muda fulani wa kunipuuzwa nilimwendea mkaribishaji na kupata moja mimi mwenyewe,negative
2629,sikuzote wafanyakazi ni wenye urafiki na wenye kusaidia sana ambao hasa ni wenye ubaridi unapoleta wavulana wawili wadogo na mtoto mchanga,positive
2630,Nyota nne kwa ajili ya chakula yule jamaa katika shati la buluu kwa ajili ya kiti chake kikubwa bado akituruhusu tule,positive
2631,nyama ya ng'ombe iliyochomwa ilionja vizuri sana,positive
2632,Jioni hiyohiyo yeye na mimi wawili ni wagonjwa sana,negative
2633,kuku wa kawaida kwenye saladi ya kuku,positive
2634,Mchomaji aliyeviamuru asijulikane sana,negative
2635,Tulisalimiwa mara moja na kuketi,positive
2636,lilijaribu kwenda hapa kwa chakula cha mchana na lilikuwa nyumba ya kichaa,negative
2637,Nilikuwa nimethibitishwa kuwa mfu na shishi bar hii si kwa sababu tu ubora wake ni mkubwa bali pia huduma ni ya haraka na chakula kinaweza kuharibika,positive
2638,baada ya kungoja kwa muda wa saa moja na kuketi i haikuwa katika hali ya moyo iliyo kuu zaidi,negative
2639,huu ni kiungo kizuri,positive
2640,Matundu hapa ni mazuri kwa sababu ya kichaa,positive
2641,Msile hapa!,negative
2642,Mhudumu wetu alikuwa makini sana na mwenye kuelimisha,positive
2643,Labda wangeliwa kwa sababu ya baridi kali,negative
2644,Eneo hili lina ahadi nyingi lakini linakosa kutoa,negative
2645,Maono mabaya sana,negative
2646,ni kosa gani hilo?,negative
2647,Chakula kilikuwa bora zaidi kwa wastani,negative
2648,Chakula kikubwa,positive
2649,Tulikuwa tukirudi wakati wowote karibuni,negative
2650,Akiwa ametamauka sana aliamuru sahani kubwa 35 za ghuba,negative
2651,Mahali pazuri pa kustarehe na kuwa na punda na bia yenye kutisha,positive
2652,Ni bora kwa ajili ya mlo wa familia au kukutana pamoja na marafiki wachache,positive
2653,Hayavutii sana na hayajajengwa vizuri,negative
2654,viti vya patio vilikuwa vyenye kustarehesha sana,positive
2655,Wali uliokaangwa ulikuwa mkavu pia,negative
2656,chini ya mkahawa nilioupenda sana wa kisiwa hicho,positive
2657,kwamba unapiga mayowe kwenye kitabu changu kwamba ni nadra sana hapa vegas,positive
2658,Lilikuwa jambo la kujifurahisha tu,positive
2659,mandhari ilikuwa nzuri sana kwa sauti nzuri ya wapiga fidla wakicheza nyimbo tulizoomba,positive
2660,Mimi binafsi nampenda hummus cakavana falafel na baba ganoush kile wanachokifanya kwa kupanda mayai,positive
2661,ilifaa sana kwa kuwa tulikuwa tukiishi kwenye mgm,positive
2662,wamiliki ni wenye urafiki sana na wafanyakazi ni wenye adabu,positive
2663,zote mbili ni kubwa,positive
2664,Uteuzi wa kipekee,positive
2665,Zile tani tamu za viazi zilikuwa nzuri lakini pete za kitunguu zilikuwa kamilifu au zilikuwa karibu kama zangu,positive
2666,Na kwa wenye kukataza mabaya.,positive
2667,na mpishi huyo alikuwa mkarimu kwa wakati wake hata alikuja mara mbili ili tupige picha pamoja naye,positive
2668,mwenye duka alikuwa akifanya kazi katika nobu ili mahali hapa pafanane kikweli na nusu ya bei,positive
2669,google mediocre na na ninawazia kuvunjika kwa chembe za urithi kutatokea,negative
2670,Usiende hapa,negative
2671,Ni ahadi yao wanayo ivunja moyo.,positive
2672,kama vile mpenzi wa sushi aepukavyo mahali hapa kwa vyovyote,negative
2673,ikiwa na jibini maradufu,positive
2674,Utumishi na chakula chenye kutisha,positive
2675,kito kizuri ajabu cha ujirani,positive
2676,Ninasubiri kurudi,positive
2677,"Na migomba iliyo pangiliwa,",negative
2678,"Na akaliwafiki lilio jema,",positive
2679,utumishi ulikuwa wa polepole na haukukaza fikira,negative
2680,"Na nikaupa nyota 5 wakati huo, na kuzidi kuzitoa nyota 5 sasa",positive
2681,Wafanyakazi wako hutumia wakati mwingi zaidi wakizungumza kuliko mimi,negative
2682,Ufinyanzi wa kitindamlo cha panna ulistaajabisha,positive
2683,Chakula kizuri sana angahewa kubwa1,positive
2684,Nyama nzuri iliyopondwa - pondwa,positive
2685,Jumla ya ajali hushindwa,negative
2686,Bei ya mchuzi huo huwa na ladha nzuri sana na si rahisi kuila,positive
2687,hosteli ni nzuri na muziki wa piano ni mtamu,positive
2688,Nyama ya nyama hiyo ilikuwa ya ajabu rge relleno ndiyo sahani bora zaidi ya bahari ambayo nimepata kuwa nayo,positive
2689,Utumishi mzuri wa chakula,positive
2690,Lilikuwa jambo la kustaajabisha sana,positive
2691,Labda nimeanza kuwa mnyoofu,negative
2692,Huyo maskani yake yatakuwa Moto wa Hawiya!,positive
2693,nyama ya ng'ombe ya sajini iliyo na mchuzi wa auju ni mkate bora,positive
2694,Upepo mwanana wa hawai mango na mananasi ni ule laini uliojaribiwa hadi sasa na vyote vizuri,positive
2695,kwenda kwa ajili ya utumishi wa chakula cha mchana ilikuwa ya polepole,negative
2696,Tulikuwa na mengi sana ya kusema juu ya mahali tulipoishi kabla ya kutembea ndani ya nyumba hivi kwamba alitazamia hilo liwe jambo la kushangaza lakini akavunjika moyo upesi,negative
2697,i iling'olewa,negative
2698,Bila sababu hatutarudi tena hapa,negative
2699,"Kwa vyovyote vile, chakula hakikuwa kikijazwa kwa vyovyote na kwa bei unayolipa, ni lazima kitazamie mengi zaidi",negative
2700,vibanzi vilivyotoka vilikuwa vikitiririka mafuta na mara nyingi haviliwi,negative
2701,int kwa kweli ilivutiwa na nyama yenye milia,negative
2702,imekuwa ikiendelea tangu 2007 na kila mlo umekuwa wenye kutisha,positive
2703,Mtumishi wetu alikuwa mzuri sana na makini kama wafanyakazi wengine,positive
2704,keshia alikuwa mwenye urafiki na hata aliniletea chakula hicho,positive
2705,Mimi hufanya kazi katika biashara ya ukaribishaji - wageni katika bonde la paradiso na nimeepuka kupendekeza sibo tena,negative
2706,mazingira hapa ni yenye kufurahisha,positive
2707,haitapendekeza kwa wengine,negative
2708,utumishi ni wa haraka na hata wa kwenda na amri ni kama tu twaupenda,positive
2709,Inamaanisha hasa jinsi unavyopata umaarufu kwa ajili ya samaki wako na vipande vyake vya samaki wakati samaki wako wa kutisha sana,negative
2710,Walio sema: Mola wetu Mlezi!,positive
2711,Wala sikwambiini kuwa mimi ni Malaika.,negative
2712,Vijia 2 vya kidole gumba juu,positive
2713,Ikiwa unasoma makala hii tafadhali usiende huko,negative
2714,Nilipenda piza iliyochomwa na kunikumbusha piza iliyosagwa,positive
2715,Ni mahali pa kuketi palipo pakubwa tu mahali pazuri pa baa ambapo pana vinywaji vya kawaida vyenye vyakula bora zaidi vya piza ya matofali kwa unga wa unga uliotengenezewa nyumbani,positive
2716,wana mazingira mazuri sana,positive
